col,row,plot_number,tree_no,plot_id,Phy_zone,X_tree_and_climber_position,forest_stand,bearing,distance,distance_unit_name,species,species_name,Species_Name,dbh,quality_class,crown_class,lopping,sample_tree_type,height,crown_height,base_tree_height,base_crown_height,base_slope,age,radial_growth,height_m,remarks,diameter_p
37,63,3,13,37-63-3,2,13,1,254,11.5,m,6322,Ficus racemosa,OTHERS-1,46.4,3,1,0,1,10.6,6.3,11.2,5.6,0,0,0,15.4,--dbh at 1.7,46.4
37,63,3,14,37-63-3,2,14,1,259,11.5,m,6322,Ficus racemosa,OTHERS-1,40.7,3,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--dbh at 2.2,40.7
37,63,3,15,37-63-3,2,15,1,259,11.5,m,6322,Ficus racemosa,OTHERS-1,69.1,3,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--dbh at 2.2,69.1
37,63,3,16,37-63-3,2,16,1,259,11.5,m,6322,Ficus racemosa,OTHERS-1,42.9,2,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--dbh at 1.6,42.9
37,63,3,17,37-63-3,2,17,1,259,11.5,m,6322,Ficus racemosa,OTHERS-1,51.5,3,1,0,2,17.9,9.9,4.2,4.2,0,0,0,18.4,--dbh at 1.8,51.5
37,63,3,19,37-63-3,2,19,1,259,11.5,m,6322,Ficus racemosa,OTHERS-1,40.4,3,1,0,1,17.2,5.6,0,0,NA,0,0,17.2,--dbh at 2.6,40.4
37,63,3,22,37-63-3,2,22,1,285,3.8,m,6660,Terminalia alata,Terminalia tomentosa,19.7,1,1,0,5,11.6,4.3,0,0,NA,0,0,11.6,--,19.7
37,63,3,27,37-63-3,2,27,1,355,2.7,m,6029,Wendlandia exserta,OTHERS-1,14.9,3,1,0,2,9.1,3.1,0,0,NA,0,0,9.1,--,14.9
37,63,4,1,37-63-4,2,1,1,16,10.2,m,6369,Lagerstroemia parviflora,Lagerstroemia parviflora,31.8,2,2,0,1,23.5,6.4,0,0,NA,0,0,23.5,--,31.8
37,63,4,2,37-63-4,2,2,1,28,19.8,m,6369,Lagerstroemia parviflora,Lagerstroemia parviflora,30.2,2,1,0,4,20.6,8.9,0,0,NA,0,0,20.6,--,30.2
37,63,4,3,37-63-4,2,3,1,30,4.1,m,6250,Dillenia pentagyna,Dillenia pentagyna,20.3,2,3,0,0,NA,NA,NA,NA,NA,0,0,NA,--,20.3
37,63,4,4,37-63-4,2,4,1,32,9.3,m,6147,Buchanania latifolia,Buchanania latifolia,32.3,1,2,0,0,NA,NA,NA,NA,NA,0,0,NA,--,32.3
37,63,4,5,37-63-4,2,5,1,55,13.9,m,6660,Terminalia alata,Terminalia tomentosa,44.5,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,44.5
37,63,4,6,37-63-4,2,6,1,56,4,m,6369,Lagerstroemia parviflora,Lagerstroemia parviflora,8,2,3,0,2,9.3,4.5,0,0,NA,0,0,9.3,distnce at 4.3 out of ccsp,8
37,63,4,7,37-63-4,2,7,1,61,15.2,m,6147,Buchanania latifolia,Buchanania latifolia,36.2,1,1,0,1,24.3,8.3,0,0,NA,0,0,24.3,--,36.2
37,63,4,8,37-63-4,2,8,1,70,4,m,6660,Terminalia alata,Terminalia tomentosa,9.3,2,3,0,0,NA,NA,NA,NA,NA,0,0,NA,--distance at 4.3 out of ccsp,9.3
37,63,4,9,37-63-4,2,9,1,74,7.8,m,6660,Terminalia alata,Terminalia tomentosa,13.7,2,3,0,4,17.4,6,0,0,NA,0,0,17.4,--,13.7
37,63,4,10,37-63-4,2,10,1,92,8.3,m,6615,Shorea robusta,Shorea robusta,65,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,65
37,63,4,11,37-63-4,2,11,1,96,17.1,m,6147,Buchanania latifolia,Buchanania latifolia,33.4,1,2,0,0,NA,NA,NA,NA,NA,0,0,NA,--,33.4
37,63,4,12,37-63-4,2,12,1,99,10.7,m,6369,Lagerstroemia parviflora,Lagerstroemia parviflora,23,2,3,0,0,NA,NA,NA,NA,NA,0,0,NA,--,23
37,63,4,13,37-63-4,2,13,1,120,9.4,m,6615,Shorea robusta,Shorea robusta,39.4,1,1,0,1,15.5,8.1,0,0,NA,0,0,15.5,--,39.4
37,63,4,14,37-63-4,2,14,1,136,6.8,m,6615,Shorea robusta,Shorea robusta,39.8,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,39.8
37,63,4,15,37-63-4,2,15,1,142,6.6,m,6147,Buchanania latifolia,Buchanania latifolia,28,2,3,0,0,NA,NA,NA,NA,NA,0,0,NA,--,28
37,63,4,17,37-63-4,2,17,1,188,7.5,m,6660,Terminalia alata,Terminalia tomentosa,19,3,4,0,0,NA,NA,NA,NA,NA,0,0,NA,--,19
37,63,4,19,37-63-4,2,19,1,193,8.8,m,6615,Shorea robusta,Shorea robusta,37.5,3,6,0,3,NA,0,0,0,NA,0,0,NA,--,37.5
37,63,4,22,37-63-4,2,22,1,229,6.8,m,6147,Buchanania latifolia,Buchanania latifolia,30.8,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,30.8
37,63,4,24,37-63-4,2,24,1,241,20,m,6147,Buchanania latifolia,Buchanania latifolia,40.1,2,2,0,1,18,8.3,3.2,1.5,0,0,0,18.3,--distance at 20.1 measred twicely,40.1
37,63,4,25,37-63-4,2,25,1,246,15.4,m,6615,Shorea robusta,Shorea robusta,67.1,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,#NAME?,67.1
37,63,4,27,37-63-4,2,27,1,257,12.9,m,6147,Buchanania latifolia,Buchanania latifolia,31,2,2,0,0,NA,NA,NA,NA,NA,0,0,NA,--,31
37,63,4,29,37-63-4,2,29,1,275,4,m,6250,Dillenia pentagyna,Dillenia pentagyna,16.5,3,6,0,3,6.4,0,0,0,NA,0,0,6.4,--,16.5
37,63,4,31,37-63-4,2,31,1,293,13.2,m,6615,Shorea robusta,Shorea robusta,55.4,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,55.4
37,63,4,32,37-63-4,2,32,1,307,2.9,m,6615,Shorea robusta,Shorea robusta,60.3,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,60.3
37,63,4,33,37-63-4,2,33,1,316,8,m,6147,Buchanania latifolia,Buchanania latifolia,29.2,2,2,0,1,18.5,8.5,0,0,NA,0,0,18.5,--,29.2
37,63,4,34,37-63-4,2,34,1,330,13.6,m,6615,Shorea robusta,Shorea robusta,33.3,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,33.3
37,63,4,35,37-63-4,2,35,1,332,16.6,m,6369,Lagerstroemia parviflora,Lagerstroemia parviflora,31.5,2,3,0,2,22.9,7.3,0,0,NA,0,0,22.9,#NAME?,31.5
37,63,4,36,37-63-4,2,36,1,341,14.2,m,6250,Dillenia pentagyna,Dillenia pentagyna,24,3,3,0,2,19.7,4.5,0,0,NA,0,0,19.7,#NAME?,24
37,63,4,37,37-63-4,2,37,1,348,15,m,6615,Shorea robusta,Shorea robusta,40.4,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,40.4
37,63,5,1,37-63-5,2,1,1,7,17,m,6089,Adina cordifolia,Adina cordifolia,35.1,1,6,0,3,34,9.1,0,0,NA,0,0,34,--,35.1
37,63,5,2,37-63-5,2,2,1,14,13.8,m,6369,Lagerstroemia parviflora,Lagerstroemia parviflora,21.9,2,2,0,1,21.2,5.9,0,0,NA,0,0,21.2,--,21.9
37,63,5,3,37-63-5,2,3,1,26,17.1,m,6369,Lagerstroemia parviflora,Lagerstroemia parviflora,35.8,2,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,35.8
37,63,5,4,37-63-5,2,4,1,41,14,m,6369,Lagerstroemia parviflora,Lagerstroemia parviflora,27.5,2,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,27.5
37,63,5,5,37-63-5,2,5,1,57,15.4,m,6369,Lagerstroemia parviflora,Lagerstroemia parviflora,32.1,2,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,32.1
37,63,5,6,37-63-5,2,6,1,72,7.8,m,6369,Lagerstroemia parviflora,Lagerstroemia parviflora,49.1,3,2,0,2,20.3,3.8,0,0,NA,0,0,20.3,--BEARING AT 80 MEASURED TWICE,49.1
37,63,5,7,37-63-5,2,7,1,77,11.9,m,6660,Terminalia alata,Terminalia tomentosa,31.5,2,2,0,1,24.6,7.8,0,0,NA,0,0,24.6,HOLLOW,31.5
37,63,5,9,37-63-5,2,9,1,89,14.2,m,6369,Lagerstroemia parviflora,Lagerstroemia parviflora,22.5,3,2,0,0,NA,NA,NA,NA,NA,0,0,NA,--,22.5
37,63,5,10,37-63-5,2,10,1,121,4.8,m,6660,Terminalia alata,Terminalia tomentosa,25.8,2,2,0,0,NA,NA,NA,NA,NA,0,0,NA,--,25.8
37,63,5,11,37-63-5,2,11,1,131,7.6,m,6615,Shorea robusta,Shorea robusta,14.2,2,2,0,0,NA,NA,NA,NA,NA,0,0,NA,--,14.2
37,63,5,12,37-63-5,2,12,1,145,9,m,6615,Shorea robusta,Shorea robusta,26,1,1,0,2,20.4,10.2,0,0,NA,0,0,20.4,--,26
37,63,5,13,37-63-5,2,13,1,149,9,m,6615,Shorea robusta,Shorea robusta,20.6,1,2,0,4,15.1,5.9,0,0,NA,0,0,15.1,--,20.6
37,63,5,14,37-63-5,2,14,1,164,4.6,m,6089,Adina cordifolia,Adina cordifolia,13.5,3,3,0,1,6.9,4.4,0,0,NA,0,0,6.9,--,13.5
37,63,5,15,37-63-5,2,15,1,167,13.7,m,6615,Shorea robusta,Shorea robusta,20.3,1,1,0,4,21.6,8.3,0,0,NA,0,0,21.6,--,20.3
37,63,5,17,37-63-5,2,17,1,211,10.7,m,6615,Shorea robusta,Shorea robusta,44.6,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,#NAME?,44.6
37,63,5,18,37-63-5,2,18,1,211,13.8,m,6615,Shorea robusta,Shorea robusta,26.1,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,26.1
37,63,5,21,37-63-5,2,21,1,222,11.6,m,6615,Shorea robusta,Shorea robusta,26.1,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,26.1
37,63,5,22,37-63-5,2,22,1,231,10.2,m,6615,Shorea robusta,Shorea robusta,22.9,1,1,0,2,16.8,8.3,0,0,NA,0,0,16.8,--BEARING AT 238,22.9
37,63,5,23,37-63-5,2,23,1,254,6.5,m,6369,Lagerstroemia parviflora,Lagerstroemia parviflora,27.7,1,1,0,1,24.8,9.7,0,0,NA,0,0,24.8,--,27.7
37,63,5,24,37-63-5,2,24,1,263,12.2,m,6615,Shorea robusta,Shorea robusta,39.4,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,39.4
37,63,5,25,37-63-5,2,25,1,264,16,m,6369,Lagerstroemia parviflora,Lagerstroemia parviflora,47.4,1,1,0,1,25.9,10.1,0,0,NA,0,0,25.9,--BEARING AT 270,47.4
37,63,5,27,37-63-5,2,27,1,290,8.7,m,6369,Lagerstroemia parviflora,Lagerstroemia parviflora,37.5,2,1,0,0,NA,NA,NA,NA,NA,0,0,NA,BEARING AT 295,37.5
37,63,5,28,37-63-5,2,28,1,297,6.6,m,6369,Lagerstroemia parviflora,Lagerstroemia parviflora,25.9,2,1,0,2,21.2,7.9,0,0,NA,0,0,21.2,#NAME?,25.9
37,63,5,29,37-63-5,2,29,1,317,2.8,m,6341,Grewia subinaequalis,OTHERS-1,13.1,3,1,0,1,11.2,2.9,0,0,NA,0,0,11.2,--,13.1
37,63,5,30,37-63-5,2,30,1,326,14.6,m,6369,Lagerstroemia parviflora,Lagerstroemia parviflora,14.2,2,1,0,2,22.2,4.1,0,0,NA,0,0,22.2,--,14.2
37,63,5,31,37-63-5,2,31,1,331,17.6,m,6660,Terminalia alata,Terminalia tomentosa,31.8,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,BEARING AT 335 MEASURED TWICE,31.8
37,63,5,32,37-63-5,2,32,1,332,3.9,m,6660,Terminalia alata,Terminalia tomentosa,8.5,3,3,0,0,NA,NA,NA,NA,NA,0,0,NA,--,8.5
37,63,6,1,37-63-6,2,1,1,3,14.2,m,6615,Shorea robusta,Shorea robusta,24.1,1,2,0,1,23.8,7.3,2.8,2.2,0,0,0,24,--,24.1
37,63,6,2,37-63-6,2,2,1,7,15.1,m,6660,Terminalia alata,Terminalia tomentosa,60.7,1,1,0,2,36.4,15.4,2.9,2.7,0,0,0,36.5,--,60.7
37,63,6,3,37-63-6,2,3,1,12,13.9,m,6615,Shorea robusta,Shorea robusta,29.7,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,#NAME?,29.7
37,63,6,4,37-63-6,2,4,1,13,11.5,m,6615,Shorea robusta,Shorea robusta,31,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,31
37,63,6,5,37-63-6,2,5,1,40,6.2,m,6615,Shorea robusta,Shorea robusta,18.6,1,2,0,0,NA,NA,NA,NA,NA,0,0,NA,#NAME?,18.6
37,63,6,6,37-63-6,2,6,1,21,2.3,m,6109,Alstonia scholaris,OTHERS-1,14.8,2,2,0,1,12.1,4.6,0,0,NA,0,0,12.1,--,14.8
37,63,6,7,37-63-6,2,7,1,22,7.8,m,6168,Casearia elliptica,OTHERS-1,11,2,2,0,4,9.8,4.1,0,0,NA,0,0,9.8,--,11
37,63,6,8,37-63-6,2,8,1,30,13.4,m,6615,Shorea robusta,Shorea robusta,43.5,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,43.5
37,63,6,9,37-63-6,2,9,1,46,13.1,m,6615,Shorea robusta,Shorea robusta,35.8,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,35.8
37,63,6,10,37-63-6,2,10,1,47,18.2,m,6615,Shorea robusta,Shorea robusta,36,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,36
37,63,6,11,37-63-6,2,11,1,53,5.8,m,6615,Shorea robusta,Shorea robusta,23.8,1,2,0,2,24,12.7,2.5,0,0,0,0,24.1,--,23.8
37,63,6,12,37-63-6,2,12,1,66,13.5,m,6615,Shorea robusta,Shorea robusta,31.1,2,2,0,1,17.9,8.7,0,0,NA,0,0,17.9,#NAME?,31.1
37,63,6,14,37-63-6,2,14,1,77,9.1,m,6660,Terminalia alata,Terminalia tomentosa,79.6,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,#NAME?,79.6
37,63,6,16,37-63-6,2,16,1,80,14.8,m,6113,Anogeissus latifolius,Anogeissus latifolia,27,1,1,0,2,22.2,13.6,0,0,NA,0,0,22.2,--,27
37,63,6,18,37-63-6,2,18,1,85,11,m,6615,Shorea robusta,Shorea robusta,39.1,1,1,0,2,24.9,11.6,0,0,NA,0,0,24.9,--,39.1
37,63,6,19,37-63-6,2,19,1,110,7.4,m,6615,Shorea robusta,Shorea robusta,23.3,2,1,0,4,18.3,7.9,0,0,NA,0,0,18.3,--,23.3
37,63,6,20,37-63-6,2,20,1,139,11.2,m,6660,Terminalia alata,Terminalia tomentosa,47.5,1,1,0,1,NA,0,0,0,NA,0,0,NA,--,47.5
37,63,6,21,37-63-6,2,21,1,143,15.1,m,6615,Shorea robusta,Shorea robusta,36.1,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,36.1
37,63,6,22,37-63-6,2,22,1,146,11.3,m,6615,Shorea robusta,Shorea robusta,35,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,35
37,63,6,23,37-63-6,2,23,1,154,15.4,m,6615,Shorea robusta,Shorea robusta,49.4,1,1,0,2,34.2,16,0,0,NA,0,0,34.2,--,49.4
37,63,6,24,37-63-6,2,24,1,157,2.9,m,6615,Shorea robusta,Shorea robusta,21.8,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,21.8
37,63,6,25,37-63-6,2,25,1,184,9.4,m,6615,Shorea robusta,Shorea robusta,35.1,2,2,0,1,27.3,11.4,0,0,NA,0,0,27.3,--,35.1
37,63,6,26,37-63-6,2,26,1,189,14.3,m,6615,Shorea robusta,Shorea robusta,35,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,35
37,63,6,27,37-63-6,2,27,1,195,16.9,m,6615,Shorea robusta,Shorea robusta,38.5,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,38.5
37,63,6,28,37-63-6,2,28,1,206,10.3,m,6615,Shorea robusta,Shorea robusta,37.8,1,1,0,2,21.9,6,0,0,NA,0,0,21.9,--,37.8
37,63,6,29,37-63-6,2,29,1,209,15.2,m,6615,Shorea robusta,Shorea robusta,39.5,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,39.5
37,63,6,30,37-63-6,2,30,1,225,2.8,m,6615,Shorea robusta,Shorea robusta,47.7,1,1,0,1,30.3,8.2,0,0,NA,0,0,30.3,--,47.7
37,63,6,31,37-63-6,2,31,1,225,6.3,m,6615,Shorea robusta,Shorea robusta,18.5,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,18.5
37,63,6,32,37-63-6,2,32,1,226,18.6,m,6615,Shorea robusta,Shorea robusta,36.5,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,36.5
37,63,6,33,37-63-6,2,33,1,229,11.5,m,6615,Shorea robusta,Shorea robusta,35.8,1,1,0,2,15.7,10.8,2.9,0,0,0,0,16,--,35.8
37,63,6,34,37-63-6,2,34,1,241,5.5,m,6615,Shorea robusta,Shorea robusta,33.2,1,2,0,0,NA,NA,NA,NA,NA,0,0,NA,--,33.2
37,63,6,35,37-63-6,2,35,1,253,19.3,m,6615,Shorea robusta,Shorea robusta,35.1,1,1,0,1,31.5,18.6,0,0,NA,0,0,31.5,--,35.1
37,63,6,36,37-63-6,2,36,1,267,13.2,m,6147,Buchanania latifolia,Buchanania latifolia,28.1,2,2,0,0,NA,NA,NA,NA,NA,0,0,NA,#NAME?,28.1
37,63,6,37,37-63-6,2,37,1,272,11.9,m,6615,Shorea robusta,Shorea robusta,70.1,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,70.1
37,63,6,38,37-63-6,2,38,1,295,14.4,m,6109,Alstonia scholaris,OTHERS-1,22.1,3,2,0,2,14.5,4.8,0,0,NA,0,0,14.5,--,22.1
37,63,6,39,37-63-6,2,39,1,297,7.8,m,6660,Terminalia alata,Terminalia tomentosa,53.4,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,53.4
37,63,6,40,37-63-6,2,40,1,311,13.1,m,6147,Buchanania latifolia,Buchanania latifolia,23.3,1,1,0,1,17.4,11.8,0,0,NA,0,0,17.4,--,23.3
37,63,6,41,37-63-6,2,41,1,330,11.4,m,6660,Terminalia alata,Terminalia tomentosa,78.5,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,78.5
37,63,6,42,37-63-6,2,42,1,355,3.6,m,6615,Shorea robusta,Shorea robusta,17.9,1,2,0,0,NA,NA,NA,NA,NA,0,0,NA,--,17.9
38,61,1,1,38-61-1,2,1,1,54,14.7,m,6660,Terminalia alata,Terminalia tomentosa,32.9,1,1,0,5,27.9,14.4,0,0,NA,0,0,27.9,--,32.9
38,61,1,2,38-61-1,2,2,1,56,8.6,m,6246,Desmodium oojenense,Desmodium oojenense,22.3,2,2,0,5,13.2,4.3,0,0,NA,0,0,13.2,--,22.3
38,61,1,3,38-61-1,2,3,1,57,14.9,m,6615,Shorea robusta,Shorea robusta,55.2,2,3,0,1,17.8,8.4,7.8,0,0,0,0,19.4,#NAME?,55.2
38,61,1,4,38-61-1,2,4,1,64,19.9,m,6615,Shorea robusta,Shorea robusta,54.8,2,2,0,0,NA,NA,NA,NA,NA,0,0,NA,--,54.8
38,61,1,6,38-61-1,2,6,1,114,18.1,m,6113,Anogeissus latifolius,Anogeissus latifolia,34.1,2,1,0,2,19.1,7.4,0,0,NA,0,0,19.1,--,34.1
38,61,1,7,38-61-1,2,7,1,126,11.1,m,6615,Shorea robusta,Shorea robusta,31.5,3,2,0,0,NA,NA,NA,NA,NA,0,0,NA,--,31.5
38,61,1,8,38-61-1,2,8,1,154,7.6,m,6615,Shorea robusta,Shorea robusta,29.2,2,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,29.2
38,61,1,9,38-61-1,2,9,1,179,6.3,m,6147,Buchanania latifolia,Buchanania latifolia,38.9,2,1,0,1,15.3,4.7,6.2,0,0,0,0,16.5,--,38.9
38,61,1,10,38-61-1,2,10,1,188,6.2,m,6246,Desmodium oojenense,Desmodium oojenense,16.6,3,2,0,2,9.6,2.6,2.3,0,0,0,0,9.9,--,16.6
38,61,1,11,38-61-1,2,11,1,211,7.7,m,6113,Anogeissus latifolius,Anogeissus latifolia,32.2,3,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,32.2
38,61,1,12,38-61-1,2,12,1,236,6.7,m,6147,Buchanania latifolia,Buchanania latifolia,15.5,2,2,0,0,NA,NA,NA,NA,NA,0,0,NA,--,15.5
