Plot_id,No_trees_ha,BA_sqm_ha,Volume_final_cum_ha,stem_ton_ha,Total_biom_ad_ton_ha,Total_biom_od_ton_ha,carbon_ton_ha,Mean_Diameter2022,Mean_HT_2022
11-77-4,684.2,14.572113854552986,86.49493986603872,59.64462238774527,87.22133679604977,79.29212436004524,37.26729844922126,21.13157894736842,11.128947368421052
11-77-6,348.85,8.11058318342444,45.40604099789694,30.603671632582536,44.78934915093603,40.717590137214565,19.137267364490846,19.53,9.732
11-78-1,348.41,50.73797375924049,531.2037330087522,456.3342441687448,650.572581673047,591.42961970277,277.9719212603019,58.41052631578947,23.52578947368421
11-78-2,282.77,43.61898800555392,413.97163620827314,374.70536747999273,535.6772990664941,486.97936278772187,228.8803005102293,53.252631578947366,20.461052631578948
11-78-3,368.34000000000003,32.19068798128265,288.192092988081,252.4069143492503,351.49003211718275,319.53639283380244,150.18210463188714,36.36785714285714,18.417142857142856
11-78-4,569.02,15.00939176686901,115.71581737216526,98.32295779074676,140.12264316496464,127.38422105905875,59.87058389775761,28.40625,14.7
11-78-5,617.6800000000001,25.576553347448556,215.13615457299,173.0432248212865,249.6135124542218,226.92137495838344,106.65304623044021,28.654545454545453,13.939545454545454
11-78-6,484.36,25.019090187483915,219.80469759820173,192.17063686831062,274.49302948468437,249.5391177133494,117.28338532527422,36.855555555555554,15.049444444444443
110-33-1,506.95,34.267576074284854,312.82017567631743,269.0946481589443,370.18332066790236,336.5302915162749,158.16923701264918,34.625,18.605
110-33-2,929.54,24.22608532506424,227.60736556945764,187.36680625506628,265.92012785422645,241.74557077656948,113.62041826498765,32.10588235294117,16.681176470588234
110-33-3,1017.31,21.566938455176345,167.03400920009975,137.7642586909611,198.16345879885296,180.14859890804811,84.66984148678262,27.177272727272726,14.39409090909091
110-33-4,1023.4799999999999,22.91456983930595,185.39033012938626,154.24532521479375,220.20961666761497,200.19056060692267,94.08956348525365,30.410526315789472,15.365263157894736
110-33-5,242.08,9.100051422303281,71.80452435669397,58.36667418538694,84.6949106475836,76.99537331598508,36.18782545851298,25.52,13.580000000000002
112-41-1,454.29,26.93505678629657,276.67650858572085,238.72412274036787,341.0391664223392,310.03560583849014,145.71673474409033,42.086666666666666,18.736666666666668
112-41-2,717.1,27.417603462246536,269.57737890513914,233.90244942680548,332.3643288292385,302.14938984476225,142.01021322703826,42.18666666666666,18.658666666666665
112-41-3,599.09,29.879727296651993,304.8238788825499,245.66096018290887,335.1250169166379,304.6591062878526,143.18977995529073,39.51052631578947,19.067368421052635
112-41-4,892.6800000000001,33.83005868621483,285.7334027956273,243.55711262494128,335.0231864001025,304.56653309100227,143.14627055277106,31.03870967741935,16.77258064516129
112-41-5,701.87,25.07174182737148,229.53430777536582,176.8259970927917,249.99075688671508,227.26432444246822,106.81423248796006,32.421052631578945,15.575263157894737
112-41-6,1470.02,31.15957961253255,293.6017094037067,238.46186686735572,318.74665784162005,289.7696889469273,136.1917538050558,27.5962962962963,17.84962962962963
113-40-1,1149.53,40.43570322873445,372.3883864908444,310.8136649399303,434.1445034676219,394.6768213342017,185.49810602707478,29.62857142857143,16.67142857142857
113-40-2,874.28,29.797833084026287,252.32783305494686,219.62848169257745,312.55997213662306,284.14542921511185,133.54835173110257,34.33157894736842,15.177368421052632
113-40-3,937.11,29.000135389040494,242.4365893341704,213.5245941353836,289.40484262425815,263.0953114765983,123.6547963940012,26.57241379310345,15.517931034482759
113-40-4,942.61,20.46689379681527,154.7533139756201,120.68173489450244,169.36727184760275,153.9702471341843,72.36601615306661,23.856521739130436,15.034782608695652
113-40-5,1063.3,37.13299191460017,378.7364642698917,325.21804823133596,455.446359533143,414.0421450301299,194.59980816416106,34.370370370370374,18.32
113-40-6,68.1,9.878978548860829,91.61179207525564,67.27271626323063,96.0449106840256,87.31355516729599,41.03737092862911,41.300000000000004,18.695714285714285
114-37-1,908.58,25.39736254950059,201.37834134005635,159.27805103790004,226.77583391288465,206.15984901171328,96.89512903550524,28.433333333333334,16.555333333333333
114-37-2,856.63,33.66079473985756,293.7546683623516,246.42669676475555,353.8078802592362,321.6435275083965,151.17245792894636,29.645454545454548,13.337727272727273
114-37-3,828.08,17.735165101785253,155.38939230434497,115.74039187319846,168.29525444421716,152.99568585837923,71.90797235343824,29.57,18.8445
114-37-4,645.27,18.46632654257575,160.1478599004741,132.96717470315522,190.57801321938214,173.2527392903474,81.42878746646328,31.726666666666667,15.745333333333333
