Plot_id,No_trees_ha,BA_sqm_ha,Volume_final_cum_ha,stem_ton_ha,Total_biom_ad_ton_ha,Total_biom_od_ton_ha,carbon_ton_ha,Mean_Diameter2022,Mean_HT_2022
114-37-5,233.24,11.821639519632427,94.90912999775253,81.9530537530388,118.9439908090323,108.13090073548389,50.82152334567743,31.775000000000002,15.699166666666665
114-37-6,284.73,15.020162678011935,152.55999301342862,118.0445038806529,169.05905853256442,153.6900532114222,72.23432500936843,40.29090909090909,20.724545454545453
115-29-1,514.0,24.930292709847045,200.9541229196107,160.9583103040429,224.70441466994512,204.276740609041,96.01006808624926,32.48461538461539,16.490384615384617
115-29-3,853.5500000000001,28.01415119997643,208.57472566084664,162.9190887834771,227.68105158359225,206.98277416690203,97.28190385844395,27.63448275862069,14.142758620689655
115-29-4,730.0,30.678949182437567,241.35818896058692,201.32311824953516,275.7173109372726,250.65210085206598,117.80648740047101,29.203030303030303,15.618787878787877
115-29-6,633.1700000000001,25.766704290372935,199.05121081237823,161.90414875915812,219.9349734692014,199.94088497200124,93.97221593684058,27.810344827586206,15.063448275862068
116-29-1,259.56,26.711622946862082,245.9018451789836,184.70410096199984,265.0650934587809,240.9682667807099,113.25508538693366,40.805263157894736,17.86315789473684
116-29-3,335.16,21.46780816934607,185.37137730986132,160.76031654022498,230.96195407663484,209.96541279694074,98.68374401456215,34.97777777777778,17.082222222222224
116-29-4,257.79,26.267521966541352,260.4595252690656,219.15892713287923,315.41165019808057,286.73786381643686,134.7667959937253,40.33888888888889,20.529444444444444
116-29-6,150.35,29.414086897363802,257.6044312355248,215.0079268926696,307.66351807645145,279.69410734222856,131.4562304508474,48.34,18.502666666666666
117-29-1,569.69,21.784039283644166,179.55908189669307,150.66606136795406,214.64926580699304,195.13569618817547,91.71377720844247,32.77894736842105,16.59421052631579
117-29-3,662.96,16.71042448216258,121.95855354911308,99.21737423131603,140.18408465526133,127.44007695932847,59.89683617088438,30.42777777777778,13.39111111111111
117-29-4,245.41,26.892488614247473,224.79035689856843,190.8429594177432,270.58821987960897,245.98929079964452,115.61496667583292,41.388888888888886,17.02611111111111
117-29-6,492.32,22.294308237107387,196.48648982784374,165.33354162759014,237.04988072777954,215.49989157070866,101.28494903823307,34.41578947368421,18.129473684210524
118-29-1,563.48,21.382843709635935,193.71406490847448,165.69918039086068,235.49576032970555,214.08705484518683,100.62091577723781,38.4875,17.61375
118-29-3,239.89000000000001,23.59242974679062,211.11472761169475,188.41148126290017,265.87907518274426,241.7082501661311,113.60287757808162,38.08095238095238,18.39047619047619
118-29-4,600.64,17.040259195305545,128.2080726165784,104.09730236383785,150.92101824602213,137.2009256782019,64.48443506875489,25.673684210526318,14.607894736842105
118-29-6,757.59,37.102181129495186,328.1196518884908,270.6331504880369,385.0152218526801,350.013838047891,164.50650388250875,37.73076923076923,18.186153846153847
119-29-1,287.19,18.356458670046628,155.85105668999162,132.42980507177668,188.63847528718864,171.4895229883533,80.60007580452604,34.50555555555556,17.180555555555557
119-29-3,665.65,19.971643706125413,158.97770176983366,132.2380924520807,179.63476675079144,163.3043334098104,76.75303670261088,24.663636363636364,14.951363636363636
119-29-4,430.2,22.800852439780698,197.85976831375018,172.70355788673788,245.54695323615047,223.22450294195497,104.91551638271882,38.71666666666667,16.698888888888888
119-29-6,163.83,18.32809642654789,170.21604333524934,145.38896544171186,207.71491602391947,188.83174183992676,88.75091866476558,41.2,19.486923076923077
12-72-1,39.8,11.508688447976166,111.27002214546778,97.91761948801165,138.99268709195562,126.35698826541417,59.38778448474466,60.1,21.814
12-72-3,15.92,13.239997194327206,164.42980681828016,144.69823000008654,206.05027952012324,187.31843592738477,88.03966488587083,102.80000000000001,31.0
120-29-1,230.16,22.19978848982367,204.74094109297633,164.49633705887834,237.97040050296818,216.33672772997105,101.67826203308638,37.60526315789474,18.439473684210526
120-29-3,430.89,30.28354167088033,287.4737515413126,219.47038742424337,313.7580379844592,285.23457998587196,134.06025259335982,37.07083333333333,19.915
120-29-4,457.42,28.707511419308627,236.23465236230416,193.59826399382422,277.4314954445072,252.21045040409743,118.53891168992578,33.792,16.5976
120-29-6,240.77,15.527463391904192,127.85803263622226,100.56491646613313,145.15282435003496,131.9571130454863,62.019843131378565,31.055555555555557,16.843888888888888
121-28-1,330.71999999999997,26.181116497550928,261.03547601219896,222.54397384313978,320.06710814326703,290.97009831206094,136.75594620666863,45.1,19.965
121-28-3,262.88,23.396639872818515,181.8435337897626,152.47675943056828,220.17473944063866,200.15885403694423,94.07466139736377,35.635000000000005,16.316
121-28-4,508.24,22.132792377149727,179.7717107619627,156.76043626951542,225.57014868381336,205.0637715307394,96.37997261944751,33.37142857142857,16.19047619047619
121-28-6,434.62,23.1710127383269,196.72835257514987,166.61280669317858,238.2395245072908,216.5813859157189,101.79325138038787,38.61176470588235,16.375882352941176
122-28-1,728.6,23.15739446824434,217.3817096788327,178.9682511985408,257.0274766507655,233.66134240978678,109.82083093259979,37.76111111111111,19.180555555555557
122-28-3,438.83,26.202835662742068,237.16223173493304,198.5980563483315,285.5377263390684,259.5797512173349,122.0024830721474,38.47727272727273,19.320454545454545
122-28-4,211.59,24.600623558636926,235.81381139215028,196.75081453053664,280.1918764153451,254.71988765031372,119.71834719564745,41.647368421052626,20.629473684210524
122-28-6,491.63,34.120416813661215,266.28508837344305,215.66307248668122,308.58984770404084,280.5362251854917,131.8520258371811,51.70769230769231,18.086153846153845
122-32-1,165.81,7.08512931231366,58.34091174142387,45.94568435414694,60.188984245616965,54.71725840510632,25.71711145039997,28.5125,16.34625
122-32-6,452.54,18.663932516283026,149.52849471133462,130.4747364195222,179.5578229872259,163.23438453384173,76.7201607309056,29.776470588235295,15.704117647058824
123-28-1,498.51,20.46305913740637,179.20339409957256,112.048321247021,162.65874056875708,147.87158233523368,69.49964369755983,32.56842105263158,17.80894736842105
123-28-3,1184.8700000000001,32.03370003598476,254.38952040791423,181.34604538148082,263.05498446774027,239.14089497067295,112.39622063621628,32.332142857142856,16.331785714285715
123-28-4,284.11,27.20801113446857,265.1915101447381,205.34388179942263,295.94330521223173,269.03936837475607,126.44850313613534,36.66,19.6084
123-28-6,293.38,34.84717495106455,293.8958695260006,243.41051118198376,348.92321958440397,317.2029268949127,149.08537564060896,44.861111111111114,19.375555555555554
124-27-1,249.83,20.25826303200875,179.74549399425496,150.58410471657535,210.1189938872705,191.0172671702459,89.77811557001556,36.57058823529412,17.310588235294116
124-27-3,407.65999999999997,23.244129129020973,197.184993912831,157.8830756158946,227.47295102054795,206.79359183686176,97.19298816332503,35.76190476190476,16.24857142857143
124-27-6,565.92,32.2318201313298,343.7347635496933,276.7573548909636,398.90764881008704,362.6433171000791,170.44235903703716,41.42,17.886000000000003
124-32-1,2408.4,35.89699931877851,287.6139398176502,242.4287404053599,326.3903293235264,296.7184812032058,139.4576861655067,22.302380952380954,14.939523809523811
124-32-2,2272.46,29.415240325252583,221.7434127810908,174.5316604218757,216.93270417231435,197.21154924755848,92.68942814635248,18.845714285714287,13.041714285714285
124-32-4,1207.44,18.129706586203636,123.60088350320848,107.43036381305546,130.59864105884654,118.72603732622412,55.80123754332533,16.904166666666665,12.46875
124-32-6,2161.09,32.59359661078702,238.78757301513951,208.41718680676925,250.71021940778743,227.91838127980674,107.12163920150915,16.929268292682927,13.965853658536586
125-25-1,71.64,11.168904782138181,99.33725882701343,84.3925594093293,118.61692820480735,107.8335710952794,50.68177841478131,44.05555555555556,19.502222222222223
125-25-3,131.78,16.545137768542816,139.22369648658628,110.30444718815164,154.00497889263318,140.00452626603015,65.80212734503417,39.84666666666667,18.31
125-25-4,87.56,17.853334114538697,160.7767490128113,125.70571565600916,178.14415872414202,161.94923520376545,76.11614054576975,48.95454545454545,19.923636363636362
125-25-6,93.75,13.334590478440957,113.47105853954471,94.70291020986448,133.26426302416198,121.14933002196543,56.94018511032375,42.64545454545455,19.581818181818182
125-28-1,406.99,17.379430572589325,144.62845979720169,104.47900220812109,151.0903998598356,137.3549089634869,64.55680721283883,33.43333333333333,16.98611111111111
125-28-3,109.67,14.490389743461506,110.43763716101262,76.9109832170841,110.43352194818233,100.39411086198393,47.18523210513245,41.03846153846154,16.565384615384616
125-28-4,462.97,34.13658163518683,313.04643472716725,218.63885243821332,315.7892456230871,287.0811323846246,134.92813222077356,32.605555555555554,16.459166666666665
125-28-6,419.37,23.336144053066057,174.0757182462463,133.1915152558898,192.09166282249006,174.62878438408185,82.07552866051847,37.55555555555556,14.990555555555554
126-26-1,184.17000000000002,15.107671867041386,128.3699111651638,97.41462149046858,139.04566884309565,126.40515349372332,59.41042214204996,34.9,17.717142857142857
126-26-3,214.24,14.768903383307464,116.85178471284343,89.25273300098297,128.18503562628618,116.53185056935106,54.769969767595,31.905882352941177,17.25294117647059
126-26-4,594.24,19.03599134995563,144.90838937789093,112.67011260496291,158.80153477211977,144.36503161101797,67.85156485717845,28.131999999999998,15.463199999999999
126-26-6,317.93,29.989602489091997,267.0179395760954,185.50043966381114,266.7064984851372,242.46045316830651,113.95641298910407,38.425000000000004,18.205416666666668
127-25-1,170.02,15.432848737106413,109.62286521490208,70.16906190516872,101.60161413519516,92.36510375926832,43.41159876685611,37.96923076923077,14.806923076923077
127-25-3,346.64,26.466182596464385,206.46363851880437,139.30125301498566,201.43153935614507,183.11958123285913,86.06620317944379,44.52777777777778,17.109444444444442
127-25-4,55.72,13.05194397135744,77.40075887756294,52.135373103116386,75.3198954697839,68.47263224525808,32.1821371552713,52.685714285714276,14.39857142857143
127-25-6,601.51,28.23650338906029,219.2451468318352,150.1980555490718,218.79133124289416,198.90121022081286,93.48356880378203,39.825,15.407
128-26-1,630.02,14.916037275570421,84.63081980038262,58.13078094286281,83.62709790550258,76.0246344595478,35.73157819598746,27.625,11.36
128-26-4,620.08,46.226857485990664,472.77731465256426,323.0214694033136,465.25940665645606,422.96309696041453,198.79265557139485,43.325,16.764
128-26-6,410.33000000000004,26.759712004614943,169.76989978665253,115.64231941778318,167.94107472040682,152.6737042912789,71.75664101690109,32.39090909090909,14.34909090909091
129-26-1,251.6,22.338813444500854,190.91222610811766,159.48279338866575,225.6294958066002,205.11772346054562,96.40533002645644,37.46111111111111,16.82166666666667
129-26-3,538.98,28.896987595254906,252.59240220422583,212.65888913069415,300.48669606014306,273.1697236910391,128.3897701347884,35.44074074074074,17.50888888888889
129-26-4,969.6,26.99309841742999,226.8263063096743,190.13361401201797,257.45734511055855,234.05213191868958,110.0045020017841,27.03030303030303,16.764242424242425
129-26-6,873.2,21.17787755768196,153.4498657403719,114.2103764983485,161.94035082718446,147.21850075198586,69.19269535343335,26.233333333333334,14.0775
13-73-1,193.44,6.007388438120637,30.332495909124034,26.889889102350956,41.14199408660665,37.40181280600604,17.57885201882284,24.099999999999998,10.061428571428573
13-73-3,1215.38,15.939219586697096,79.58683893711927,74.73560730012271,110.63077242660498,100.5734294787318,47.26951185500394,17.236363636363635,9.966363636363637
13-73-4,84.9,3.386292562014964,19.32604927440802,18.5530073034317,27.11470361892683,24.64973056266075,11.585373364450552,22.46666666666667,11.933333333333332
13-73-6,78.04,2.549882787904851,13.030877260099999,9.06563160114043,13.261163070010266,12.055602790918424,5.666133311731659,21.400000000000002,10.766666666666666
130-27-1,216.68,25.22672965414452,221.93431303595173,193.71627073273436,272.94845897738367,248.13496270671237,116.62343247215482,39.29047619047619,18.49857142857143
130-27-3,1437.97,28.19327053454551,212.71519643484632,174.8106395146882,238.2837000420354,216.62154549275945,101.81212638159694,27.182758620689658,14.54206896551724
130-27-4,257.12,18.99147589311613,164.20585026071822,139.08076260861262,198.51241102196045,180.46582820178222,84.81893925483764,37.373333333333335,17.15
130-27-6,1177.1200000000001,21.937869881201316,158.43927079726308,125.76720714155917,173.30122392114365,157.54656720103966,74.04688658448865,24.876190476190477,14.36142857142857
132-24-1,493.61,7.312792497296101,45.14961759735408,28.566488726272784,41.47202895945106,37.70184450859187,17.71986691903818,27.9875,11.35875
132-24-3,2051.31,16.551469397208713,89.9152487032512,63.953486546829154,92.85958020809089,84.41780018917352,39.67636608891156,22.08823529411765,8.493529411764705
132-24-4,493.60999999999996,25.14915287732477,209.45313275951054,150.64182216583202,217.1213084863835,197.38300771489406,92.7700136260002,51.725,14.3725
132-24-6,89.54,12.327729864269052,91.18555644102686,64.43784822646647,93.08566736243667,84.6233339658515,39.7729669639502,51.88333333333333,16.666666666666668
133-26-1,810.62,12.982153302062386,26.665511504081902,13.683527595978973,19.98614258849898,18.16922053499907,8.539533651449561,20.064285714285713,4.325
133-26-3,2716.5,28.710445344833833,176.51216577290023,145.1943562572494,210.43337566268025,191.30306878425475,89.91244232859974,17.073333333333334,7.342666666666667
133-26-6,670.72,23.052508564761208,178.39309227321036,142.0412357574188,204.2153247641187,185.65029524010788,87.2556387628507,26.33809523809524,11.948571428571428
14-74-1,711.14,10.092655583260974,32.1302229164209,17.362215027463336,25.41172709250727,23.101570084097517,10.857737939525832,18.7,5.966666666666666
14-74-3,116.07000000000001,33.432238517893424,287.3985561557122,195.2697622940692,281.58584550559624,255.98713227781474,120.31395217057292,61.94285714285714,16.412857142857142
14-74-6,211.13,13.149673208965972,99.44058375568841,75.02120872855176,108.78208041945443,98.89280038132219,46.47961617922143,35.989999999999995,15.290000000000001
14-76-1,523.75,29.280848308677577,247.37176918453267,204.8897393627367,294.13508545044306,267.39553222767546,125.67590014700747,31.76774193548387,17.40967741935484
14-76-2,436.2,35.448249126905665,299.9216193354938,258.3629809505024,366.10441268178704,332.82219334707906,156.42643087312715,39.05925925925926,17.628148148148146
14-76-3,751.4,35.89675848428569,312.5602752039743,263.8936488838478,377.49295437864487,343.1754130714953,161.29244414360278,37.13076923076923,16.48576923076923
14-76-4,409.45,24.063866258860983,192.70490722928838,166.05286143440424,241.14044147848495,219.21858316225902,103.03273408626174,32.72,17.2856
14-76-5,1421.4,22.791078112513325,153.54807301255215,122.16014342246197,173.31663007007222,157.56057279097473,74.05346921175811,23.107407407407408,12.25925925925926
14-76-6,213.57000000000002,17.34930809472678,133.62055772590392,95.61102736158692,138.55363812205118,125.95785283822833,59.20019083396732,37.535714285714285,16.217142857142857
15-72-1,55.72,25.661312684720354,255.90497721774017,225.19637995161133,320.5881872584125,291.4438065985568,136.9785891013217,76.14285714285714,23.187142857142856
15-72-3,31.84,13.059163577155902,131.48421716434348,111.99752871755811,159.79549737243315,145.26863397493923,68.27625796822143,71.82249999999999,24.3775
15-72-4,79.6,31.7238597615201,301.7141491510028,264.21214042501924,376.16229943445353,341.9657267585941,160.72389157653922,69.69,20.94
15-72-6,286.5,43.77306888594379,415.3999566444365,354.55919030637517,507.25470388861936,461.14063989874484,216.73610075241007,70.04166666666667,20.5225
15-77-1,141.72,11.612665300209056,103.79353578788243,81.52215344542415,164.46637148741675,149.51488317037885,70.27199509007805,37.06363636363636,16.17
15-77-2,177.98000000000002,18.562893304508655,157.41321874903144,112.52297141801148,193.81104527069297,176.19185933699362,82.81017388838698,40.800000000000004,15.914285714285715
15-77-3,98.17,9.19288836762812,79.75770603421654,59.183405861366985,104.76212643097114,95.2382967554283,44.7619994750513,35.4,16.772
15-77-4,1873.08,48.880537568086126,391.1944919856846,296.2021947758025,571.0641592402192,519.1492356729265,244.00014076627542,26.3722,15.7348
15-77-5,499.20000000000005,30.730683956363162,247.56479758531836,190.38406816086808,306.2384866343293,278.39862421302666,130.8473533801225,34.356,14.1656
15-77-6,79.6,11.399001154192772,122.87341789118345,79.94659557968944,104.982577393598,95.43870672145273,44.85619215908278,41.88,21.315
16-69-1,1156.35,21.998290546203517,150.65179895321938,76.99611209326737,111.90948169319697,101.73589244836087,47.81586945072961,26.244,13.421199999999999
16-69-4,1157.49,27.216418939617462,164.11740658574288,103.52855919748897,156.44518441009413,142.22289491826737,66.84476061158567,24.589655172413792,12.050689655172413
16-69-6,570.36,29.519428457445407,216.13723077801404,135.8770573762306,196.5082171382411,178.64383376203733,83.96260186815753,36.89545454545455,14.986363636363636
16-73-1,110.55,15.023552610423199,133.75797321459174,104.00291989721498,151.97894143536496,138.16267403214997,64.93645679511047,41.382,18.213
16-73-3,3065.68,35.22371645260873,260.63714671794617,197.18828887865703,271.35472509079915,246.68611371890827,115.94247344788688,23.630000000000003,10.060500000000001
16-73-4,108.11,10.912218087673331,99.41056776305342,82.82534441719235,118.36263903562346,107.60239912329405,50.57312758794821,41.483333333333334,15.346666666666666
16-73-6,1474.8700000000001,29.03776378363294,259.65008885807214,209.69535358713256,300.83773504637264,273.4888500421569,128.53975951981374,26.995238095238093,12.966190476190476
16-79-1,547.83,42.88690345488605,429.6588426466168,351.7159304877313,492.04498017681993,447.31361834256353,210.23740062100487,42.08125,20.9709375
16-79-2,209.15,27.47047798242491,321.6943323066296,250.85031652113526,345.67091737249086,314.2462885204462,147.69575560460973,47.1,22.601999999999997
16-79-3,784.09,15.346681338007274,134.5300211377511,87.58374137428277,121.42020133467618,110.38200121334198,51.87954057027073,24.200000000000003,10.598461538461539
16-79-4,53.95,12.843817063034686,148.88379893925915,76.02061071122432,109.77954626122107,99.79958751020096,46.90580612979445,52.56666666666666,24.516666666666666
17-67-4,984.37,21.487527113910602,141.12598576698326,116.83757596019655,167.8110519472255,152.55550177020498,71.70108583199634,26.365,12.8345
17-70-1,2170.92,24.737361873685266,171.8500991631018,148.93044547922068,208.18571459396264,189.25974053996603,88.95207805378404,25.77692307692308,12.653846153846153
17-70-3,693.26,16.051992356435306,108.47060156949574,93.5382824410222,129.4338878748161,117.66717079528736,55.303570273785056,24.35,12.575555555555557
17-70-4,1212.04,29.45734855242923,259.66029943797207,231.11552439346198,331.9520535063816,301.77459409671053,141.83405922545393,30.33888888888889,14.743888888888888
17-70-6,1047.59,16.829820985851615,120.42776908415878,102.4880939054833,147.5209765733023,134.10997870300207,63.031689990410975,22.431578947368422,12.86
17-73-3,931.29,25.844452260430362,216.71591983932836,155.25865909847977,224.1990769377467,203.8173426706788,95.79415105521903,40.15333333333333,16.234666666666666
17-73-6,251.14000000000001,9.544457616204284,68.23384800484094,43.11116550950535,61.82549317487883,56.204993795344386,26.41634708381186,27.54444444444444,12.565555555555555
18-70-4,1367.24,39.31494519392426,313.1500861279789,250.326317374686,361.6467954421632,328.76981403833014,154.52181259801517,33.199999999999996,13.944444444444445
18-70-6,488.8,25.414867276000923,201.7168383359512,174.70221373383325,252.62730383923562,229.661185308396,107.94075709494612,33.089999999999996,14.445500000000001
18-76-1,946.13,21.671091566465062,183.2871982371146,120.10381443455164,171.49330997767484,155.90300907061348,73.27441426318833,28.827272727272728,14.099545454545455
18-76-2,201.4,6.898309839902852,54.1626153197567,31.701743562378915,62.3778422461853,56.7071293147139,26.652350777915533,25.7,15.325
18-76-4,398.36,12.321104378880321,119.81253095915636,78.1839405864553,103.36320439794817,93.96654945268014,44.164278242759664,31.464285714285715,17.732857142857142
18-76-5,162.06,10.047516920832802,83.3486842440854,64.79669619138632,83.99663159055304,76.36057417323003,35.889469861418114,30.891666666666666,16.823333333333334
18-76-6,511.99,16.30103873683653,139.84175349663772,103.91631021485509,149.3227069643202,135.74791542210926,63.80152024839135,29.54705882352941,16.449411764705882
19-69-1,3738.42,34.4795253269733,211.16444424594238,182.72775097341975,249.67564775839918,226.97786159854468,106.67959495131599,16.271428571428572,10.967380952380953
19-69-3,824.82,35.861287279996795,296.56666180387936,250.09579710305644,354.2170083199872,322.01546210907924,151.34726719126724,30.140625,15.4921875
19-69-4,590.03,24.14352849557002,204.93747998076202,168.80793985377187,239.76080856116585,217.96437141924164,102.44325456704357,32.36,15.809000000000001
19-69-6,1749.18,32.383130613946065,247.77230915288857,211.28756375112644,301.3506455374198,273.95513230674527,128.75891218417027,30.854166666666668,12.976666666666667
19-72-1,377.4,28.19441897515595,254.1624288475921,220.26125964383178,312.64420776207254,284.22200705642956,133.58434331652188,35.85925925925926,18.511111111111113
19-72-3,366.98,25.54111617446208,237.39771713921823,200.60974742074933,283.99077364777384,258.17343058888525,121.34151237677607,41.01052631578948,19.04263157894737
19-72-4,269.07,17.192636837676332,142.93760282908985,122.18425296159307,166.64587914863657,151.49625377148777,71.20323927259925,30.98,15.9305
19-72-6,164.5,21.94214905240875,218.7751104879932,182.20346391580102,260.935902426924,237.21445675174903,111.49079467332204,39.93125,18.4675
20-67-3,47.76,15.9641056736326,139.5516926522318,126.69766157144188,181.34866072049095,164.86241883680995,77.48533685330067,63.43333333333334,19.51
20-67-6,257.33,7.0100265318546295,33.45601208651888,26.23396305743672,37.76754749350897,34.33413408500815,16.137043019953833,24.055555555555557,7.711111111111112
20-72-3,145.26,39.4495765448816,438.3027748405749,394.1199172745723,566.4686319554621,514.9714835958746,242.03659729006102,62.98461538461538,24.762307692307694
20-73-2,997.4300000000001,34.50345211288407,313.62100627072317,267.6388597686966,378.92329798508365,344.4757254409851,161.903590957263,34.806666666666665,17.953666666666667
20-73-3,342.02,19.704803776903244,163.70976129151558,140.6181194644718,199.9713825434482,181.79216594858923,85.44231799583694,31.61904761904762,17.446190476190477
20-73-4,212.47,17.96784004596602,162.29464569652524,136.08085040445022,197.27520457348808,179.34109506680736,84.29031468139945,34.4875,19.170625
20-73-5,203.63,20.607855582633295,191.09355504603533,171.58785563133858,242.62478607321924,220.5679873392902,103.6669540494664,39.18888888888889,19.738333333333333
20-73-6,524.16,20.147356462554555,163.16245495845035,142.51458052472339,201.39017296600412,183.0819754236401,86.04852844911083,31.578260869565216,16.988695652173913
21-67-1,509.55,19.86908864447976,176.22123733552215,149.1528893137353,210.42371166644762,191.29428333313416,89.90831316657305,35.215384615384615,14.825384615384614
21-67-3,1036.96,26.878070298325767,217.3961940636324,174.21816692093515,248.78152990630852,226.1650271875532,106.29756277815,34.2235294117647,15.366470588235295
21-67-4,2728.0,34.11724289401922,229.8804634838476,178.70985936602838,246.4933545795674,224.0848677996067,105.31988786581515,21.466666666666665,11.654242424242424
21-67-6,479.96000000000004,38.88669642309817,364.7430430669034,312.8878971372246,447.16921865014746,406.517471500134,191.06321160506297,41.800000000000004,16.85363636363636
21-70-1,55.72,28.40279483113456,331.540093218601,294.2453586355273,419.4451477335231,381.31377066683916,179.2174722134144,78.32857142857142,28.732857142857142
21-73-1,794.33,43.81418816331504,343.8699157868674,284.3639616789376,402.5232968932954,365.9302699029958,171.98722685440802,34.46341463414634,15.520731707317074
21-73-3,368.34,26.143088288169423,218.92004541778783,189.78353536711688,272.994477833741,248.17679803067358,116.64309507441658,33.55714285714286,17.909285714285716
21-73-4,372.5,24.981246986493783,199.42703208545325,162.12052651544082,233.50105161619805,212.27368328745274,99.76863114510279,43.6,18.04
21-73-6,146.14000000000001,8.718134137366027,72.87355822532813,53.03800963062813,77.20634404675366,70.18758549704877,32.98816518361292,30.6,18.512999999999998
21-76-1,889.57,22.554375952855942,184.76649095157637,126.19798775745856,177.98989502107958,161.80899547370868,76.05022787264308,24.178571428571427,16.13357142857143
21-76-3,1292.56,32.40886211131863,273.04431463388715,189.35579407496613,301.17857468654285,273.7987042604935,128.6853910024319,24.541935483870965,14.54225806451613
21-76-4,516.0,29.866104604777775,305.34624115884236,212.91072546194292,334.87249307945694,304.4295391631427,143.08188340667704,31.3625,17.789583333333333
21-76-5,86.67,4.552191403390309,32.129410774490545,26.672766300666517,55.50987208723525,50.46352007930477,23.717854437273242,26.599999999999998,13.125714285714285
22-69-1,491.63,30.00883451035717,296.9985709393503,259.88317011132466,369.8375828412704,336.21598440115486,158.02151266854275,52.715384615384615,19.810769230769232
22-69-4,71.64,22.632311664490345,224.8134841276513,181.76464738865343,259.0672572320208,235.51568839274614,110.6923735445907,62.25555555555555,22.123333333333335
22-69-6,47.76,16.736199192142095,168.28453914968097,148.09039445171925,210.50952780004934,191.37229800004485,89.94498006002107,65.5,22.301666666666666
23-63-3,727.06,12.044141460584102,58.323708820919784,45.61990819035759,66.48198921542186,60.43817201401987,28.405940846589335,22.192857142857143,9.657142857142857
23-63-6,567.9,13.236226207147412,71.06465704936794,54.15863937844338,79.07162696598036,71.88329724180032,33.78514970364615,29.346666666666668,11.111333333333333
23-67-1,351.27,11.769586062548052,82.03381924365284,54.79611832948406,79.57645938412665,72.34223580375149,34.000850827763195,31.09090909090909,14.19
23-67-3,866.36,20.11029560452896,143.213044449636,124.19126893004984,180.97083371767607,164.51893974334186,77.32390167937068,23.995833333333334,13.735416666666666
23-67-4,700.14,19.345661216580776,124.42487408371667,103.68904152817608,151.18861966798605,137.44419969816911,64.59877385813948,23.22083333333333,12.406666666666666
23-67-6,386.88,10.419015050902573,70.50396418290119,58.6082960405927,85.58928214494898,77.80843831358997,36.569966007387286,22.957142857142856,13.52
23-72-1,119.4,35.14177085138119,369.48074563138266,319.5594371481309,454.9876302231234,413.62511838465764,194.40380564078907,58.86666666666667,25.70133333333333
23-72-3,255.14,30.2968446821401,278.85413222731637,233.72681947400287,332.2035703281131,302.00324575283,141.9415255038301,43.855000000000004,19.3595
23-72-6,273.25,16.58444648323594,124.04610794749821,103.5258373516341,149.86391871078658,136.23992610071505,64.03276526733606,33.29090909090909,13.998181818181818
23-73-2,23.88,5.674168407566018,71.13835881135903,61.15869599511249,87.72085512505345,79.74623193186676,37.480729007977374,54.6,30.5
23-73-4,816.37,25.410045331830727,210.9570921202178,190.31410639763402,274.0752202623702,249.15929114760925,117.10486683937634,34.6,17.52521739130435
23-73-5,332.51,26.461777651595064,236.65622554198256,222.08786204704916,321.90373665052863,292.63976059138963,137.54068747795313,38.96,20.5105
23-73-6,317.05,40.10486585273414,371.8755482828247,341.10528777193423,487.0558234396536,442.7780213087759,208.10567001512467,43.53333333333334,19.746666666666666
24-70-1,767.53,30.48127893959858,276.5819842901953,252.7867738663559,368.0392748972194,334.58115899747213,157.2531447288119,33.27727272727273,16.87409090909091
24-70-4,15.92,6.249331190585237,37.29240162763722,33.19969310566135,47.827128115622244,43.4792073778384,20.43522746758405,70.6,16.4
24-70-6,519.47,3.977148511400733,17.183175613774235,13.524060575520702,19.79293066670384,17.993573333367124,8.456979466682549,15.999999999999998,7.683333333333334
24-76-1,970.01,25.70799886427376,227.05594328238607,195.59903529705406,274.57579694381155,249.61436085801049,117.31874960326492,31.268,16.6952
24-76-2,1582.29,24.192852262067596,201.22884402818696,173.37572641407334,249.14061984758385,226.49147258871258,106.4509921166949,25.685714285714283,13.353809523809524
24-76-3,951.42,32.17040640103581,300.1675824156919,261.5539449973878,374.08102081849137,340.0736552895376,159.83461798608266,40.68636363636364,19.132727272727273
24-76-4,513.12,38.72171646243909,371.8767322080997,321.35861777039963,458.53273518731584,416.847941079378,195.91853230730766,40.13793103448276,19.775517241379312
24-76-5,828.77,26.82333398394708,218.85238308215887,154.4910171327089,223.11272341113735,202.82974855557939,95.3299818211223,31.384615384615383,15.788461538461538
24-76-6,1059.12,32.9819032825711,286.87984770485065,234.23192067284327,328.0994489045264,298.27222627684216,140.18794635011582,30.466666666666665,17.8125
25-70-1,39.8,13.031456923097071,132.45331248036956,118.42509328783353,169.92343461679752,154.4758496516341,72.60364933626802,62.379999999999995,24.942
25-70-6,2047.79,14.960893571650889,71.54505872104673,53.88274452021041,78.59600966643634,71.4509178785785,33.58193140293189,15.894444444444446,8.228333333333332
26-63-6,784.78,18.899539061210437,130.10430011813358,73.36873340574891,113.72579003057425,103.38708184597658,48.59192846760899,23.836842105263155,12.81
27-74-1,1574.33,34.86376989589436,293.3607230853914,263.53039034733297,378.7331554379314,344.3028685799376,161.82234823257065,30.255000000000003,11.988
28-65-1,607.26,12.35135189998446,82.30688007111343,38.29988332660685,57.31795633833761,52.10723303485237,24.49039952638061,22.864285714285717,13.315
28-65-3,307.07,11.150451114014885,66.58715184835347,45.502611745372576,66.0889491768678,60.080862888061624,28.238005557388963,25.709999999999997,10.57
